"","Code","Name","Start","Close","Prac_Status","Prescribing_Setting","validedition","open_at"
"1064","C82041","CHARNWOOD MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1065","C82042","THE COUNTY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1066","C82043","STATION VIEW HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1067","C82044","EMPINGHAM MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1068","C82045","THE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1069","C82046","SAFFRON GROUP PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1070","C82047","MAPLES FAMILY MED.PRACT.",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1071","C82048","ROSEMEAD DRIVE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1072","C82050","DR NR PULMAN'S PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1073","C82051","NEWBOLD VERDON MED.PRACT.",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1074","C82052","DR AM LEWIS' PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1075","C82053","HOCKLEY FARM MED PRACT (A NANA)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1076","C82054","THE BURBAGE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1077","C82055","THE LIMES MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1078","C82056","THE GLENFIELD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1079","C82059","WESTCOTES GP SURGERY (ONE)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1080","C82060","THE PRACTICE-SAYEED",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1081","C82061","BARWELL & HOLLYCROFT MEDICAL CENTRES",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1082","C82062","BARROW HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1083","C82063","EAST LEICESTER MED PRACT(S LONGWORTH)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1084","C82064","FOREST HOUSE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1085","C82066","FOREST HOUSE MEDICAL CTR",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1086","C82067","THE CROFT MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1087","C82068","NORTHFIELD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1088","C82070","WOODBROOK MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1089","C82071","WIGSTON CENTRAL SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1090","C82072","BROOM LEYS SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1091","C82073","MERRIDALE MEDICAL CENTRE (RP TEW)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1092","C82075","CASTLE MEAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1093","C82076","THE WELBY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1094","C82077","THE UPPINGHAM SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1095","C82078","THE JUBILEE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1096","C82079","SOUTH WIGSTON HEALTH CTR.",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1097","C82080","SHEFA MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1098","C82082","THE CENTRE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1099","C82084","DR B MODI",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1100","C82086","FOSSE MEDICAL CENTRE (GK SHARMA)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1101","C82088","HORIZON HEALTHCARE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1102","C82091","BIRSTALL MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1103","C82092","AYLESTONE HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1104","C82093","THE ORCHARD MED PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1105","C82094","BEAUMONT LODGE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1106","C82095","ALPINE HOUSE SURGERY",1987-02-01,NA,"A",4,"18/19","2019-03-31"
"1107","C82096","HUGGLESCOTE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1108","C82097","CHARNWOOD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1109","C82098","HAZELMERE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1110","C82099","AL-WAQAS MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1111","C82100","THE HEDGES MEDICAL CENTRE (SA BAILEY)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1112","C82102","MANOR HOUSE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1113","C82103","DISHLEY GRANGE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1114","C82105","AR-RAZI MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1115","C82107","COSSINGTON PARK SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1116","C82109","HUSBANDS BOSWORTH MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1117","C82111","NN VAGHELA'S PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1118","C82112","SPECTRUM HEALTH",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1119","C82114","DR U K ROY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1120","C82116","HIGHFIELDS SURGERY (R WADHWA)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1121","C82119","NARBOROUGH ROAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1122","C82120","WHITWICK HEALTH CENTRE",1990-07-01,NA,"A",4,"18/19","2019-03-31"
"1123","C82121","HEATH LANE SURGERY",1992-10-02,NA,"A",4,"18/19","2019-03-31"
"1124","C82122","CLARENDON PARK ROAD HEALTH CENTRE",1993-01-02,NA,"A",4,"18/19","2019-03-31"
"1125","C82123","BELVOIR VALE SURGERY",1994-08-01,2019-11-30,"C",4,"18/19","2019-03-31"
"1126","C82124","VICTORIA PARK HEALTH CENTRE",1996-05-01,NA,"A",4,"18/19","2019-03-31"
"1127","C82600","THE BANKS SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1128","C82610","THE PARKS MEDICAL CENTRE (B HAINSWORTH)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1129","C82611","THE MASHARANI PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1130","C82614","ASQUITH SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1131","C82620","DR S SHAFI",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1132","C82623","HEATHERBROOK SURGERY (RP ARCHER)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1133","C82624","THE PRACTICE BEAUMONT LEYS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1134","C82626","PASLEY ROAD HEALTH CENTRE (TK KHONG)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1135","C82627","SILVERDALE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1136","C82628","GROBY SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1137","C82631","ENDERBY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1138","C82634","RATBY SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1139","C82639","WESTCOTES HEALTH CENTRE (RL HAZELDINE)",1988-08-01,NA,"A",4,"18/19","2019-03-31"
"1140","C82642","HIGHFIELDS MEDICAL CENTRE",1988-04-01,NA,"A",4,"18/19","2019-03-31"
"1141","C82643","COMMUNITY HEALTH CENTRE (ZS OSAMA)",1988-04-01,NA,"A",4,"18/19","2019-03-31"
"1142","C82644","DR MK LAKHANI'S PRACTICE",1988-06-01,NA,"A",4,"18/19","2019-03-31"
"1143","C82649","MARKET OVERTON & SOMERBY SURGERIES",1990-08-01,NA,"A",4,"18/19","2019-03-31"
"1144","C82650","DESFORD MEDICAL CENTRE",1991-06-21,NA,"A",4,"18/19","2019-03-31"
"1145","C82651","BROADHURST ST MED PRACT (KS MORJARIA)",1991-04-22,NA,"A",4,"18/19","2019-03-31"
"1146","C82653","WESTCOTES GP SURGERY (TWO)",1991-10-01,NA,"A",4,"18/19","2019-03-31"
"1147","C82656","FIELD STREET SURGERY",1993-10-01,NA,"A",4,"18/19","2019-03-31"
"1148","C82657","DR BJ SHAH'S PRACTICE",1994-05-13,2020-11-30,"C",4,"18/19","2019-03-31"
"1149","C82659","DR R KAPUR & PARTNERS",1995-03-01,NA,"A",4,"18/19","2019-03-31"
"1150","C82660","ST PETER'S MED CENTRE (MANSINGH & MEHRA)",1995-10-01,NA,"A",4,"18/19","2019-03-31"
"1151","C82662","WALNUT ST MED CTR (LEICESTER MED GROUP)",1996-11-01,NA,"A",4,"18/19","2019-03-31"
"1152","C82663","THE SURGERY ASHBY",1997-04-01,2020-11-30,"C",4,"18/19","2019-03-31"
"1153","C82667","THE CHARNWOOD PRACTICE",1998-01-01,NA,"A",4,"18/19","2019-03-31"
"1154","C82669","THE SURGERY @ AYLESTONE",2000-02-01,NA,"A",4,"18/19","2019-03-31"
"1155","C82670","INCLUSION HEALTHCARE",2000-03-25,NA,"A",4,"18/19","2019-03-31"
"1156","C82671","DR GANDECHA & PARTNER",2000-04-01,NA,"A",4,"18/19","2019-03-31"
"1157","C82676","ST ELIZABETH'S MEDICAL CENTRE (JA WOOD)",2001-04-23,NA,"A",4,"18/19","2019-03-31"
"1158","C82678","THURMASTON HEALTH CENTRE",2002-01-01,NA,"A",4,"18/19","2019-03-31"
"1159","C82680","RUSHEY MEAD HEALTH CENTRE",2002-11-16,NA,"A",4,"18/19","2019-03-31"
"1160","C83001","PORTLAND MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1161","C83002","NAVENBY CLIFF VILLAGES SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1162","C83003","BEECHFIELD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1163","C83004","LIQUORPOND SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1164","C83005","SPILSBY SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1165","C83006","KIDGATE SURGERY",1974-04-01,2019-04-30,"C",4,"18/19","2019-03-31"
"1166","C83007","LAKESIDE HEALTHCARE STAMFORD",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1167","C83008","SWINGBRIDGE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1168","C83009","LINDUM MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1169","C83010","PARKSIDE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1170","C83011","MILLVIEW MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1171","C83013","RUSKINGTON SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1172","C83014","BOULTHAM PARK MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1173","C83015","SWINESHEAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1174","C83016","SPRINGCLIFFE SURGERY",1974-04-01,2019-04-30,"C",4,"18/19","2019-03-31"
"1175","C83018","CLEVELAND SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1176","C83019","BEACON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1177","C83020","CAYTHORPE & ANCASTER MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1178","C83022","MUNRO MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1179","C83023","SLEAFORD MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1180","C83024","THE GLENSIDE COUNTRY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1181","C83025","RICHMOND MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1182","C83026","THE DEEPINGS PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1183","C83027","HORNCASTLE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1184","C83028","HOLBEACH MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1185","C83029","BRANSTON & HEIGHINGTON FAMILY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1186","C83030","BILLINGHAY MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1187","C83031","NETTLEHAM MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1188","C83032","MERTON LODGE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1189","C83033","HIBALDSTOW MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1190","C83035","HEREWARD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1191","C83036","GOSBERTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1192","C83037","WELTON FAMILY HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1193","C83038","THE GLEBE PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1194","C83039","MOULTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1195","C83040","ST. PETERS HILL SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1196","C83041","THE WOODLAND MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1197","C83042","MARSH MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1198","C83043","MARKET RASEN SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1199","C83044","CASKGATE STREET SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1200","C83045","HAWTHORN MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1201","C83046","THE HEATH SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1202","C83047","WESTSIDE SURGERY",1974-04-01,2019-11-30,"C",4,"18/19","2019-03-31"
"1203","C83048","ST. JOHNS MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1204","C83049","DR SINHA & PARTNERS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1205","C83051","ABBEY MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1206","C83052","THE INGHAM SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1207","C83053","COLSTERWORTH SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1208","C83054","BOURNE GALLETLY PRACTICE TEAM",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1209","C83055","STICKNEY SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1210","C83056","EAST LINDSEY MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1211","C83057","KIRTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1212","C83058","WASHINGBOROUGH SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1213","C83059","GREYFRIARS SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1214","C83060","THE SIDINGS MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1215","C83061","NORTH THORESBY SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1216","C83062","CHURCH WALK SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1217","C83063","LONG SUTTON MEDICAL CTR.",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1218","C83064","MARISCO MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1219","C83065","LITTLEBURY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1220","C83067","DR LONGFIELD AND PARTNERS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1221","C83071","NEWARK ROAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1222","C83072","MINSTER MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1223","C83073","CLIFF HOUSE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1224","C83074","WILLINGHAM-BY-STOW SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1225","C83075","VINE STREET SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1226","C83078","BRANT ROAD & SPRINGCLIFFE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1227","C83079","GLEBE PARK SURGERY",1986-02-01,NA,"A",4,"18/19","2019-03-31"
"1228","C83080","THE HARROWBY LANE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1229","C83082","BIRCHWOOD MEDICAL PRACTICE",1993-05-01,NA,"A",4,"18/19","2019-03-31"
"1230","C83083","THE NEW CONINGSBY SURGERY",1993-11-01,NA,"A",4,"18/19","2019-03-31"
"1231","C83085","JAMES STREET FAMILY PRACTICE",1995-03-01,NA,"A",4,"18/19","2019-03-31"
"1232","C83605","THE WOLDS PRACTICE",1974-04-01,2019-04-30,"C",4,"18/19","2019-03-31"
"1233","C83611","THE BASSINGHAM SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1234","C83613","CAISTOR HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1235","C83614","SUTTERTON SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1236","C83617","ABBEYVIEW SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1237","C83626","BRAYFORD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1238","C83628","WOOLSTHORPE SURGERY",1987-05-01,2019-04-30,"C",4,"18/19","2019-03-31"
"1239","C83631","THE SPALDING GP SURGERY",1987-11-02,NA,"A",4,"18/19","2019-03-31"
"1240","C83633","HAWTHORN SURGERY",1988-04-01,2019-04-30,"C",4,"18/19","2019-03-31"
"1241","C83634","TASBURGH LODGE SURGERY",1988-02-01,NA,"A",4,"18/19","2019-03-31"
"1242","C83635","WOODHALL SPA NEW SURGERY",1988-02-01,NA,"A",4,"18/19","2019-03-31"
"1243","C83637","CROSSROADS MEDICAL PRACTICE",1988-05-09,2021-06-30,"C",4,"18/19","2019-03-31"
"1244","C83641","TRENT VALLEY SURGERY",1990-02-01,NA,"A",4,"18/19","2019-03-31"
"1245","C83643","BINBROOK SURGERY",1990-04-28,NA,"A",4,"18/19","2019-03-31"
"1246","C83649","MARKET CROSS SURGERY",1996-04-01,NA,"A",4,"18/19","2019-03-31"
"1247","C83650","THE WRAGBY SURGERY",1997-11-01,NA,"A",4,"18/19","2019-03-31"
"1248","C83652","THE WITHAM PRACTICE",1999-06-01,2019-04-30,"C",4,"18/19","2019-03-31"
"1249","C83653","STACKYARD AND WOOLSTHORPE SURGERY",1999-07-01,NA,"A",4,"18/19","2019-03-31"
"1250","C84001","LARWOOD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1251","C84002","CHURCH WALK SURGERY",1974-04-01,2019-07-31,"C",4,"18/19","2019-03-31"
"1252","C84003","WEST END SURGERY",1974-04-01,2019-11-30,"C",4,"18/19","2019-03-31"
"1253","C84004","ST ALBANS MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1254","C84005","VILLAGE HEALTH GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1255","C84008","TUXFORD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1256","C84009","BARNBY GATE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1257","C84010","TRENTSIDE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1258","C84011","ELMSWOOD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1259","C84012","WILLOWBROOK MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1260","C84013","KINGFISHER FAMILY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1261","C84014","WOODLANDS MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1262","C84016","OAKWOOD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1263","C84017","BELVOIR HEALTH GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1264","C84018","FAMILY MEDICAL CENTRE (SOOD)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1265","C84019","FOUNTAIN MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1266","C84020","CHURCHSIDE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1267","C84021","MIDDLETON LODGE PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1268","C84023","THE UNIV OF NOTTINGHAM HEALTH SERV",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1269","C84024","NEWGATE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1270","C84025","EAST BRIDGFORD MED CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1271","C84026","STENHOUSE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1272","C84028","THE RUDDINGTON MED CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1273","C84029","LOMBARD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1274","C84030","THE OAKS MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1275","C84031","ST PETERS MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1276","C84032","EASTWOOD PRIMARY CARE CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1277","C84033","WESTDALE LANE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1278","C84034","CHURCHFIELDS MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1279","C84035","CROWN HOUSE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1280","C84036","FOREST MEDICAL",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1281","C84037","ABBEY MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1282","C84039","DERBY ROAD HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1283","C84042","SAXON CROSS SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1284","C84043","LEEN VIEW SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1285","C84044","DEER PARK FAMILY MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1286","C84045","COLLINGHAM MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1287","C84046","CLIFTON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1288","C84047","THE CALVERTON PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1289","C84048","KEYWORTH MEDICAL PRACTICE",1974-04-01,NA,"D",4,"18/19","2019-03-31"
"1290","C84049","SOUTHWELL MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1291","C84051","ORCHARD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1292","C84052","THE MISTERTON GROUP PRACT",1974-04-01,2019-04-30,"C",4,"18/19","2019-03-31"
"1293","C84053","TORKARD HILL MEDICAL CTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1294","C84055","HIGHCROFT SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1295","C84057","PLEASLEY SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1296","C84059","SHERWOOD MEDICAL PARTNERSHIP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1297","C84060","RIVERGREEN MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1298","C84061","KING'S MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1299","C84063","GREENDALE PRIMARY CARE CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1300","C84064","PARKSIDE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1301","C84065","ABBEY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1302","C84066","DAYBROOK MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1303","C84067","ASHFIELD HOUSE (ANNESLEY)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1304","C84069","ROUNDWOOD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1305","C84072","THE WELLSPRING SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1306","C84074","FAMILY MEDICAL CENTRE (KIRKBY)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1307","C84076","KIRKBY HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1308","C84077","BRIERLEY PARK MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1309","C84078","HUCKNALL ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1310","C84080","THE MANOR SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1311","C84081","JOHN RYLE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1312","C84084","RADCLIFFE-ON-TRENT. HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1313","C84085","VICTORIA AND MAPPERLEY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1314","C84086","ST GEORGES MED PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1315","C84087","RAINWORTH HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1316","C84090","MUSTERS MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1317","C84091","ASPLEY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1318","C84092","BRIDGEWAY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1319","C84094","RIVERSIDE HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"1320","C84095","OAKENHALL MEDICAL PRACT",1974-04-01,NA,"A",4,"18/19","2019-03-31"
